"Label (Grouping)","Alabama!!Total!!Estimate","Alabama!!Total!!Margin of Error","Alabama!!Married-couple family household!!Estimate","Alabama!!Married-couple family household!!Margin of Error","Alabama!!Male householder, no spouse present, family household!!Estimate","Alabama!!Male householder, no spouse present, family household!!Margin of Error","Alabama!!Female householder, no spouse present, family household!!Estimate","Alabama!!Female householder, no spouse present, family household!!Margin of Error","Alabama!!Nonfamily household!!Estimate","Alabama!!Nonfamily household!!Margin of Error","Alaska!!Total!!Estimate","Alaska!!Total!!Margin of Error","Alaska!!Married-couple family household!!Estimate","Alaska!!Married-couple family household!!Margin of Error","Alaska!!Male householder, no spouse present, family household!!Estimate","Alaska!!Male householder, no spouse present, family household!!Margin of Error","Alaska!!Female householder, no spouse present, family household!!Estimate","Alaska!!Female householder, no spouse present, family household!!Margin of Error","Alaska!!Nonfamily household!!Estimate","Alaska!!Nonfamily household!!Margin of Error","Arizona!!Total!!Estimate","Arizona!!Total!!Margin of Error","Arizona!!Married-couple family household!!Estimate","Arizona!!Married-couple family household!!Margin of Error","Arizona!!Male householder, no spouse present, family household!!Estimate","Arizona!!Male householder, no spouse present, family household!!Margin of Error","Arizona!!Female householder, no spouse present, family household!!Estimate","Arizona!!Female householder, no spouse present, family household!!Margin of Error","Arizona!!Nonfamily household!!Estimate","Arizona!!Nonfamily household!!Margin of Error","Arkansas!!Total!!Estimate","Arkansas!!Total!!Margin of Error","Arkansas!!Married-couple family household!!Estimate","Arkansas!!Married-couple family household!!Margin of Error","Arkansas!!Male householder, no spouse present, family household!!Estimate","Arkansas!!Male householder, no spouse present, family household!!Margin of Error","Arkansas!!Female householder, no spouse present, family household!!Estimate","Arkansas!!Female householder, no spouse present, family household!!Margin of Error","Arkansas!!Nonfamily household!!Estimate","Arkansas!!Nonfamily household!!Margin of Error","California!!Total!!Estimate","California!!Total!!Margin of Error","California!!Married-couple family household!!Estimate","California!!Married-couple family household!!Margin of Error","California!!Male householder, no spouse present, family household!!Estimate","California!!Male householder, no spouse present, family household!!Margin of Error","California!!Female householder, no spouse present, family household!!Estimate","California!!Female householder, no spouse present, family household!!Margin of Error","California!!Nonfamily household!!Estimate","California!!Nonfamily household!!Margin of Error","Colorado!!Total!!Estimate","Colorado!!Total!!Margin of Error","Colorado!!Married-couple family household!!Estimate","Colorado!!Married-couple family household!!Margin of Error","Colorado!!Male householder, no spouse present, family household!!Estimate","Colorado!!Male householder, no spouse present, family household!!Margin of Error","Colorado!!Female householder, no spouse present, family household!!Estimate","Colorado!!Female householder, no spouse present, family household!!Margin of Error","Colorado!!Nonfamily household!!Estimate","Colorado!!Nonfamily household!!Margin of Error","Connecticut!!Total!!Estimate","Connecticut!!Total!!Margin of Error","Connecticut!!Married-couple family household!!Estimate","Connecticut!!Married-couple family household!!Margin of Error","Connecticut!!Male householder, no spouse present, family household!!Estimate","Connecticut!!Male householder, no spouse present, family household!!Margin of Error","Connecticut!!Female householder, no spouse present, family household!!Estimate","Connecticut!!Female householder, no spouse present, family household!!Margin of Error","Connecticut!!Nonfamily household!!Estimate","Connecticut!!Nonfamily household!!Margin of Error","Delaware!!Total!!Estimate","Delaware!!Total!!Margin of Error","Delaware!!Married-couple family household!!Estimate","Delaware!!Married-couple family household!!Margin of Error","Delaware!!Male householder, no spouse present, family household!!Estimate","Delaware!!Male householder, no spouse present, family household!!Margin of Error","Delaware!!Female householder, no spouse present, family household!!Estimate","Delaware!!Female householder, no spouse present, family household!!Margin of Error","Delaware!!Nonfamily household!!Estimate","Delaware!!Nonfamily household!!Margin of Error","District of Columbia!!Total!!Estimate","District of Columbia!!Total!!Margin of Error","District of Columbia!!Married-couple family household!!Estimate","District of Columbia!!Married-couple family household!!Margin of Error","District of Columbia!!Male householder, no spouse present, family household!!Estimate","District of Columbia!!Male householder, no spouse present, family household!!Margin of Error","District of Columbia!!Female householder, no spouse present, family household!!Estimate","District of Columbia!!Female householder, no spouse present, family household!!Margin of Error","District of Columbia!!Nonfamily household!!Estimate","District of Columbia!!Nonfamily household!!Margin of Error","Florida!!Total!!Estimate","Florida!!Total!!Margin of Error","Florida!!Married-couple family household!!Estimate","Florida!!Married-couple family household!!Margin of Error","Florida!!Male householder, no spouse present, family household!!Estimate","Florida!!Male householder, no spouse present, family household!!Margin of Error","Florida!!Female householder, no spouse present, family household!!Estimate","Florida!!Female householder, no spouse present, family household!!Margin of Error","Florida!!Nonfamily household!!Estimate","Florida!!Nonfamily household!!Margin of Error","Georgia!!Total!!Estimate","Georgia!!Total!!Margin of Error","Georgia!!Married-couple family household!!Estimate","Georgia!!Married-couple family household!!Margin of Error","Georgia!!Male householder, no spouse present, family household!!Estimate","Georgia!!Male householder, no spouse present, family household!!Margin of Error","Georgia!!Female householder, no spouse present, family household!!Estimate","Georgia!!Female householder, no spouse present, family household!!Margin of Error","Georgia!!Nonfamily household!!Estimate","Georgia!!Nonfamily household!!Margin of Error","Hawaii!!Total!!Estimate","Hawaii!!Total!!Margin of Error","Hawaii!!Married-couple family household!!Estimate","Hawaii!!Married-couple family household!!Margin of Error","Hawaii!!Male householder, no spouse present, family household!!Estimate","Hawaii!!Male householder, no spouse present, family household!!Margin of Error","Hawaii!!Female householder, no spouse present, family household!!Estimate","Hawaii!!Female householder, no spouse present, family household!!Margin of Error","Hawaii!!Nonfamily household!!Estimate","Hawaii!!Nonfamily household!!Margin of Error","Idaho!!Total!!Estimate","Idaho!!Total!!Margin of Error","Idaho!!Married-couple family household!!Estimate","Idaho!!Married-couple family household!!Margin of Error","Idaho!!Male householder, no spouse present, family household!!Estimate","Idaho!!Male householder, no spouse present, family household!!Margin of Error","Idaho!!Female householder, no spouse present, family household!!Estimate","Idaho!!Female householder, no spouse present, family household!!Margin of Error","Idaho!!Nonfamily household!!Estimate","Idaho!!Nonfamily household!!Margin of Error","Illinois!!Total!!Estimate","Illinois!!Total!!Margin of Error","Illinois!!Married-couple family household!!Estimate","Illinois!!Married-couple family household!!Margin of Error","Illinois!!Male householder, no spouse present, family household!!Estimate","Illinois!!Male householder, no spouse present, family household!!Margin of Error","Illinois!!Female householder, no spouse present, family household!!Estimate","Illinois!!Female householder, no spouse present, family household!!Margin of Error","Illinois!!Nonfamily household!!Estimate","Illinois!!Nonfamily household!!Margin of Error","Indiana!!Total!!Estimate","Indiana!!Total!!Margin of Error","Indiana!!Married-couple family household!!Estimate","Indiana!!Married-couple family household!!Margin of Error","Indiana!!Male householder, no spouse present, family household!!Estimate","Indiana!!Male householder, no spouse present, family household!!Margin of Error","Indiana!!Female householder, no spouse present, family household!!Estimate","Indiana!!Female householder, no spouse present, family household!!Margin of Error","Indiana!!Nonfamily household!!Estimate","Indiana!!Nonfamily household!!Margin of Error","Iowa!!Total!!Estimate","Iowa!!Total!!Margin of Error","Iowa!!Married-couple family household!!Estimate","Iowa!!Married-couple family household!!Margin of Error","Iowa!!Male householder, no spouse present, family household!!Estimate","Iowa!!Male householder, no spouse present, family household!!Margin of Error","Iowa!!Female householder, no spouse present, family household!!Estimate","Iowa!!Female householder, no spouse present, family household!!Margin of Error","Iowa!!Nonfamily household!!Estimate","Iowa!!Nonfamily household!!Margin of Error","Kansas!!Total!!Estimate","Kansas!!Total!!Margin of Error","Kansas!!Married-couple family household!!Estimate","Kansas!!Married-couple family household!!Margin of Error","Kansas!!Male householder, no spouse present, family household!!Estimate","Kansas!!Male householder, no spouse present, family household!!Margin of Error","Kansas!!Female householder, no spouse present, family household!!Estimate","Kansas!!Female householder, no spouse present, family household!!Margin of Error","Kansas!!Nonfamily household!!Estimate","Kansas!!Nonfamily household!!Margin of Error","Kentucky!!Total!!Estimate","Kentucky!!Total!!Margin of Error","Kentucky!!Married-couple family household!!Estimate","Kentucky!!Married-couple family household!!Margin of Error","Kentucky!!Male householder, no spouse present, family household!!Estimate","Kentucky!!Male householder, no spouse present, family household!!Margin of Error","Kentucky!!Female householder, no spouse present, family household!!Estimate","Kentucky!!Female householder, no spouse present, family household!!Margin of Error","Kentucky!!Nonfamily household!!Estimate","Kentucky!!Nonfamily household!!Margin of Error","Louisiana!!Total!!Estimate","Louisiana!!Total!!Margin of Error","Louisiana!!Married-couple family household!!Estimate","Louisiana!!Married-couple family household!!Margin of Error","Louisiana!!Male householder, no spouse present, family household!!Estimate","Louisiana!!Male householder, no spouse present, family household!!Margin of Error","Louisiana!!Female householder, no spouse present, family household!!Estimate","Louisiana!!Female householder, no spouse present, family household!!Margin of Error","Louisiana!!Nonfamily household!!Estimate","Louisiana!!Nonfamily household!!Margin of Error","Maine!!Total!!Estimate","Maine!!Total!!Margin of Error","Maine!!Married-couple family household!!Estimate","Maine!!Married-couple family household!!Margin of Error","Maine!!Male householder, no spouse present, family household!!Estimate","Maine!!Male householder, no spouse present, family household!!Margin of Error","Maine!!Female householder, no spouse present, family household!!Estimate","Maine!!Female householder, no spouse present, family household!!Margin of Error","Maine!!Nonfamily household!!Estimate","Maine!!Nonfamily household!!Margin of Error","Maryland!!Total!!Estimate","Maryland!!Total!!Margin of Error","Maryland!!Married-couple family household!!Estimate","Maryland!!Married-couple family household!!Margin of Error","Maryland!!Male householder, no spouse present, family household!!Estimate","Maryland!!Male householder, no spouse present, family household!!Margin of Error","Maryland!!Female householder, no spouse present, family household!!Estimate","Maryland!!Female householder, no spouse present, family household!!Margin of Error","Maryland!!Nonfamily household!!Estimate","Maryland!!Nonfamily household!!Margin of Error","Massachusetts!!Total!!Estimate","Massachusetts!!Total!!Margin of Error","Massachusetts!!Married-couple family household!!Estimate","Massachusetts!!Married-couple family household!!Margin of Error","Massachusetts!!Male householder, no spouse present, family household!!Estimate","Massachusetts!!Male householder, no spouse present, family household!!Margin of Error","Massachusetts!!Female householder, no spouse present, family household!!Estimate","Massachusetts!!Female householder, no spouse present, family household!!Margin of Error","Massachusetts!!Nonfamily household!!Estimate","Massachusetts!!Nonfamily household!!Margin of Error","Michigan!!Total!!Estimate","Michigan!!Total!!Margin of Error","Michigan!!Married-couple family household!!Estimate","Michigan!!Married-couple family household!!Margin of Error","Michigan!!Male householder, no spouse present, family household!!Estimate","Michigan!!Male householder, no spouse present, family household!!Margin of Error","Michigan!!Female householder, no spouse present, family household!!Estimate","Michigan!!Female householder, no spouse present, family household!!Margin of Error","Michigan!!Nonfamily household!!Estimate","Michigan!!Nonfamily household!!Margin of Error","Minnesota!!Total!!Estimate","Minnesota!!Total!!Margin of Error","Minnesota!!Married-couple family household!!Estimate","Minnesota!!Married-couple family household!!Margin of Error","Minnesota!!Male householder, no spouse present, family household!!Estimate","Minnesota!!Male householder, no spouse present, family household!!Margin of Error","Minnesota!!Female householder, no spouse present, family household!!Estimate","Minnesota!!Female householder, no spouse present, family household!!Margin of Error","Minnesota!!Nonfamily household!!Estimate","Minnesota!!Nonfamily household!!Margin of Error","Mississippi!!Total!!Estimate","Mississippi!!Total!!Margin of Error","Mississippi!!Married-couple family household!!Estimate","Mississippi!!Married-couple family household!!Margin of Error","Mississippi!!Male householder, no spouse present, family household!!Estimate","Mississippi!!Male householder, no spouse present, family household!!Margin of Error","Mississippi!!Female householder, no spouse present, family household!!Estimate","Mississippi!!Female householder, no spouse present, family household!!Margin of Error","Mississippi!!Nonfamily household!!Estimate","Mississippi!!Nonfamily household!!Margin of Error","Missouri!!Total!!Estimate","Missouri!!Total!!Margin of Error","Missouri!!Married-couple family household!!Estimate","Missouri!!Married-couple family household!!Margin of Error","Missouri!!Male householder, no spouse present, family household!!Estimate","Missouri!!Male householder, no spouse present, family household!!Margin of Error","Missouri!!Female householder, no spouse present, family household!!Estimate","Missouri!!Female householder, no spouse present, family household!!Margin of Error","Missouri!!Nonfamily household!!Estimate","Missouri!!Nonfamily household!!Margin of Error","Montana!!Total!!Estimate","Montana!!Total!!Margin of Error","Montana!!Married-couple family household!!Estimate","Montana!!Married-couple family household!!Margin of Error","Montana!!Male householder, no spouse present, family household!!Estimate","Montana!!Male householder, no spouse present, family household!!Margin of Error","Montana!!Female householder, no spouse present, family household!!Estimate","Montana!!Female householder, no spouse present, family household!!Margin of Error","Montana!!Nonfamily household!!Estimate","Montana!!Nonfamily household!!Margin of Error","Nebraska!!Total!!Estimate","Nebraska!!Total!!Margin of Error","Nebraska!!Married-couple family household!!Estimate","Nebraska!!Married-couple family household!!Margin of Error","Nebraska!!Male householder, no spouse present, family household!!Estimate","Nebraska!!Male householder, no spouse present, family household!!Margin of Error","Nebraska!!Female householder, no spouse present, family household!!Estimate","Nebraska!!Female householder, no spouse present, family household!!Margin of Error","Nebraska!!Nonfamily household!!Estimate","Nebraska!!Nonfamily household!!Margin of Error","Nevada!!Total!!Estimate","Nevada!!Total!!Margin of Error","Nevada!!Married-couple family household!!Estimate","Nevada!!Married-couple family household!!Margin of Error","Nevada!!Male householder, no spouse present, family household!!Estimate","Nevada!!Male householder, no spouse present, family household!!Margin of Error","Nevada!!Female householder, no spouse present, family household!!Estimate","Nevada!!Female householder, no spouse present, family household!!Margin of Error","Nevada!!Nonfamily household!!Estimate","Nevada!!Nonfamily household!!Margin of Error","New Hampshire!!Total!!Estimate","New Hampshire!!Total!!Margin of Error","New Hampshire!!Married-couple family household!!Estimate","New Hampshire!!Married-couple family household!!Margin of Error","New Hampshire!!Male householder, no spouse present, family household!!Estimate","New Hampshire!!Male householder, no spouse present, family household!!Margin of Error","New Hampshire!!Female householder, no spouse present, family household!!Estimate","New Hampshire!!Female householder, no spouse present, family household!!Margin of Error","New Hampshire!!Nonfamily household!!Estimate","New Hampshire!!Nonfamily household!!Margin of Error","New Jersey!!Total!!Estimate","New Jersey!!Total!!Margin of Error","New Jersey!!Married-couple family household!!Estimate","New Jersey!!Married-couple family household!!Margin of Error","New Jersey!!Male householder, no spouse present, family household!!Estimate","New Jersey!!Male householder, no spouse present, family household!!Margin of Error","New Jersey!!Female householder, no spouse present, family household!!Estimate","New Jersey!!Female householder, no spouse present, family household!!Margin of Error","New Jersey!!Nonfamily household!!Estimate","New Jersey!!Nonfamily household!!Margin of Error","New Mexico!!Total!!Estimate","New Mexico!!Total!!Margin of Error","New Mexico!!Married-couple family household!!Estimate","New Mexico!!Married-couple family household!!Margin of Error","New Mexico!!Male householder, no spouse present, family household!!Estimate","New Mexico!!Male householder, no spouse present, family household!!Margin of Error","New Mexico!!Female householder, no spouse present, family household!!Estimate","New Mexico!!Female householder, no spouse present, family household!!Margin of Error","New Mexico!!Nonfamily household!!Estimate","New Mexico!!Nonfamily household!!Margin of Error","New York!!Total!!Estimate","New York!!Total!!Margin of Error","New York!!Married-couple family household!!Estimate","New York!!Married-couple family household!!Margin of Error","New York!!Male householder, no spouse present, family household!!Estimate","New York!!Male householder, no spouse present, family household!!Margin of Error","New York!!Female householder, no spouse present, family household!!Estimate","New York!!Female householder, no spouse present, family household!!Margin of Error","New York!!Nonfamily household!!Estimate","New York!!Nonfamily household!!Margin of Error","North Carolina!!Total!!Estimate","North Carolina!!Total!!Margin of Error","North Carolina!!Married-couple family household!!Estimate","North Carolina!!Married-couple family household!!Margin of Error","North Carolina!!Male householder, no spouse present, family household!!Estimate","North Carolina!!Male householder, no spouse present, family household!!Margin of Error","North Carolina!!Female householder, no spouse present, family household!!Estimate","North Carolina!!Female householder, no spouse present, family household!!Margin of Error","North Carolina!!Nonfamily household!!Estimate","North Carolina!!Nonfamily household!!Margin of Error","North Dakota!!Total!!Estimate","North Dakota!!Total!!Margin of Error","North Dakota!!Married-couple family household!!Estimate","North Dakota!!Married-couple family household!!Margin of Error","North Dakota!!Male householder, no spouse present, family household!!Estimate","North Dakota!!Male householder, no spouse present, family household!!Margin of Error","North Dakota!!Female householder, no spouse present, family household!!Estimate","North Dakota!!Female householder, no spouse present, family household!!Margin of Error","North Dakota!!Nonfamily household!!Estimate","North Dakota!!Nonfamily household!!Margin of Error","Ohio!!Total!!Estimate","Ohio!!Total!!Margin of Error","Ohio!!Married-couple family household!!Estimate","Ohio!!Married-couple family household!!Margin of Error","Ohio!!Male householder, no spouse present, family household!!Estimate","Ohio!!Male householder, no spouse present, family household!!Margin of Error","Ohio!!Female householder, no spouse present, family household!!Estimate","Ohio!!Female householder, no spouse present, family household!!Margin of Error","Ohio!!Nonfamily household!!Estimate","Ohio!!Nonfamily household!!Margin of Error","Oklahoma!!Total!!Estimate","Oklahoma!!Total!!Margin of Error","Oklahoma!!Married-couple family household!!Estimate","Oklahoma!!Married-couple family household!!Margin of Error","Oklahoma!!Male householder, no spouse present, family household!!Estimate","Oklahoma!!Male householder, no spouse present, family household!!Margin of Error","Oklahoma!!Female householder, no spouse present, family household!!Estimate","Oklahoma!!Female householder, no spouse present, family household!!Margin of Error","Oklahoma!!Nonfamily household!!Estimate","Oklahoma!!Nonfamily household!!Margin of Error","Oregon!!Total!!Estimate","Oregon!!Total!!Margin of Error","Oregon!!Married-couple family household!!Estimate","Oregon!!Married-couple family household!!Margin of Error","Oregon!!Male householder, no spouse present, family household!!Estimate","Oregon!!Male householder, no spouse present, family household!!Margin of Error","Oregon!!Female householder, no spouse present, family household!!Estimate","Oregon!!Female householder, no spouse present, family household!!Margin of Error","Oregon!!Nonfamily household!!Estimate","Oregon!!Nonfamily household!!Margin of Error","Pennsylvania!!Total!!Estimate","Pennsylvania!!Total!!Margin of Error","Pennsylvania!!Married-couple family household!!Estimate","Pennsylvania!!Married-couple family household!!Margin of Error","Pennsylvania!!Male householder, no spouse present, family household!!Estimate","Pennsylvania!!Male householder, no spouse present, family household!!Margin of Error","Pennsylvania!!Female householder, no spouse present, family household!!Estimate","Pennsylvania!!Female householder, no spouse present, family household!!Margin of Error","Pennsylvania!!Nonfamily household!!Estimate","Pennsylvania!!Nonfamily household!!Margin of Error","Rhode Island!!Total!!Estimate","Rhode Island!!Total!!Margin of Error","Rhode Island!!Married-couple family household!!Estimate","Rhode Island!!Married-couple family household!!Margin of Error","Rhode Island!!Male householder, no spouse present, family household!!Estimate","Rhode Island!!Male householder, no spouse present, family household!!Margin of Error","Rhode Island!!Female householder, no spouse present, family household!!Estimate","Rhode Island!!Female householder, no spouse present, family household!!Margin of Error","Rhode Island!!Nonfamily household!!Estimate","Rhode Island!!Nonfamily household!!Margin of Error","South Carolina!!Total!!Estimate","South Carolina!!Total!!Margin of Error","South Carolina!!Married-couple family household!!Estimate","South Carolina!!Married-couple family household!!Margin of Error","South Carolina!!Male householder, no spouse present, family household!!Estimate","South Carolina!!Male householder, no spouse present, family household!!Margin of Error","South Carolina!!Female householder, no spouse present, family household!!Estimate","South Carolina!!Female householder, no spouse present, family household!!Margin of Error","South Carolina!!Nonfamily household!!Estimate","South Carolina!!Nonfamily household!!Margin of Error","South Dakota!!Total!!Estimate","South Dakota!!Total!!Margin of Error","South Dakota!!Married-couple family household!!Estimate","South Dakota!!Married-couple family household!!Margin of Error","South Dakota!!Male householder, no spouse present, family household!!Estimate","South Dakota!!Male householder, no spouse present, family household!!Margin of Error","South Dakota!!Female householder, no spouse present, family household!!Estimate","South Dakota!!Female householder, no spouse present, family household!!Margin of Error","South Dakota!!Nonfamily household!!Estimate","South Dakota!!Nonfamily household!!Margin of Error","Tennessee!!Total!!Estimate","Tennessee!!Total!!Margin of Error","Tennessee!!Married-couple family household!!Estimate","Tennessee!!Married-couple family household!!Margin of Error","Tennessee!!Male householder, no spouse present, family household!!Estimate","Tennessee!!Male householder, no spouse present, family household!!Margin of Error","Tennessee!!Female householder, no spouse present, family household!!Estimate","Tennessee!!Female householder, no spouse present, family household!!Margin of Error","Tennessee!!Nonfamily household!!Estimate","Tennessee!!Nonfamily household!!Margin of Error","Texas!!Total!!Estimate","Texas!!Total!!Margin of Error","Texas!!Married-couple family household!!Estimate","Texas!!Married-couple family household!!Margin of Error","Texas!!Male householder, no spouse present, family household!!Estimate","Texas!!Male householder, no spouse present, family household!!Margin of Error","Texas!!Female householder, no spouse present, family household!!Estimate","Texas!!Female householder, no spouse present, family household!!Margin of Error","Texas!!Nonfamily household!!Estimate","Texas!!Nonfamily household!!Margin of Error","Utah!!Total!!Estimate","Utah!!Total!!Margin of Error","Utah!!Married-couple family household!!Estimate","Utah!!Married-couple family household!!Margin of Error","Utah!!Male householder, no spouse present, family household!!Estimate","Utah!!Male householder, no spouse present, family household!!Margin of Error","Utah!!Female householder, no spouse present, family household!!Estimate","Utah!!Female householder, no spouse present, family household!!Margin of Error","Utah!!Nonfamily household!!Estimate","Utah!!Nonfamily household!!Margin of Error","Vermont!!Total!!Estimate","Vermont!!Total!!Margin of Error","Vermont!!Married-couple family household!!Estimate","Vermont!!Married-couple family household!!Margin of Error","Vermont!!Male householder, no spouse present, family household!!Estimate","Vermont!!Male householder, no spouse present, family household!!Margin of Error","Vermont!!Female householder, no spouse present, family household!!Estimate","Vermont!!Female householder, no spouse present, family household!!Margin of Error","Vermont!!Nonfamily household!!Estimate","Vermont!!Nonfamily household!!Margin of Error","Virginia!!Total!!Estimate","Virginia!!Total!!Margin of Error","Virginia!!Married-couple family household!!Estimate","Virginia!!Married-couple family household!!Margin of Error","Virginia!!Male householder, no spouse present, family household!!Estimate","Virginia!!Male householder, no spouse present, family household!!Margin of Error","Virginia!!Female householder, no spouse present, family household!!Estimate","Virginia!!Female householder, no spouse present, family household!!Margin of Error","Virginia!!Nonfamily household!!Estimate","Virginia!!Nonfamily household!!Margin of Error","Washington!!Total!!Estimate","Washington!!Total!!Margin of Error","Washington!!Married-couple family household!!Estimate","Washington!!Married-couple family household!!Margin of Error","Washington!!Male householder, no spouse present, family household!!Estimate","Washington!!Male householder, no spouse present, family household!!Margin of Error","Washington!!Female householder, no spouse present, family household!!Estimate","Washington!!Female householder, no spouse present, family household!!Margin of Error","Washington!!Nonfamily household!!Estimate","Washington!!Nonfamily household!!Margin of Error","West Virginia!!Total!!Estimate","West Virginia!!Total!!Margin of Error","West Virginia!!Married-couple family household!!Estimate","West Virginia!!Married-couple family household!!Margin of Error","West Virginia!!Male householder, no spouse present, family household!!Estimate","West Virginia!!Male householder, no spouse present, family household!!Margin of Error","West Virginia!!Female householder, no spouse present, family household!!Estimate","West Virginia!!Female householder, no spouse present, family household!!Margin of Error","West Virginia!!Nonfamily household!!Estimate","West Virginia!!Nonfamily household!!Margin of Error","Wisconsin!!Total!!Estimate","Wisconsin!!Total!!Margin of Error","Wisconsin!!Married-couple family household!!Estimate","Wisconsin!!Married-couple family household!!Margin of Error","Wisconsin!!Male householder, no spouse present, family household!!Estimate","Wisconsin!!Male householder, no spouse present, family household!!Margin of Error","Wisconsin!!Female householder, no spouse present, family household!!Estimate","Wisconsin!!Female householder, no spouse present, family household!!Margin of Error","Wisconsin!!Nonfamily household!!Estimate","Wisconsin!!Nonfamily household!!Margin of Error","Wyoming!!Total!!Estimate","Wyoming!!Total!!Margin of Error","Wyoming!!Married-couple family household!!Estimate","Wyoming!!Married-couple family household!!Margin of Error","Wyoming!!Male householder, no spouse present, family household!!Estimate","Wyoming!!Male householder, no spouse present, family household!!Margin of Error","Wyoming!!Female householder, no spouse present, family household!!Estimate","Wyoming!!Female householder, no spouse present, family household!!Margin of Error","Wyoming!!Nonfamily household!!Estimate","Wyoming!!Nonfamily household!!Margin of Error","Puerto Rico!!Total!!Estimate","Puerto Rico!!Total!!Margin of Error","Puerto Rico!!Married-couple family household!!Estimate","Puerto Rico!!Married-couple family household!!Margin of Error","Puerto Rico!!Male householder, no spouse present, family household!!Estimate","Puerto Rico!!Male householder, no spouse present, family household!!Margin of Error","Puerto Rico!!Female householder, no spouse present, family household!!Estimate","Puerto Rico!!Female householder, no spouse present, family household!!Margin of Error","Puerto Rico!!Nonfamily household!!Estimate","Puerto Rico!!Nonfamily household!!Margin of Error"
"HOUSEHOLDS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
